indice,document_score,document_magnitude
1,0.0,2.299999952316284
2,0.0,4.0
3,-0.10000000149011612,3.5999999046325684
4,0.0,2.9000000953674316
5,0.10000000149011612,2.0999999046325684
6,0.20000000298023224,4.0
7,0.0,3.0999999046325684
8,0.0,3.5999999046325684
9,0.0,0.6000000238418579
10,-0.10000000149011612,3.0999999046325684
11,0.10000000149011612,2.9000000953674316
12,0.0,3.0999999046325684
13,0.10000000149011612,2.4000000953674316
14,0.0,0.699999988079071
15,0.10000000149011612,1.399999976158142
16,0.0,5.599999904632568
17,0.0,6.400000095367432
18,-0.10000000149011612,3.0
19,0.0,4.300000190734863
20,0.0,2.9000000953674316
21,0.0,2.0999999046325684
22,0.0,5.300000190734863
23,-0.10000000149011612,5.699999809265137
24,0.0,34.79999923706055
25,0.0,2.4000000953674316
26,-0.10000000149011612,3.5
27,0.10000000149011612,6.400000095367432
28,0.0,1.899999976158142
29,-0.10000000149011612,10.899999618530273
30,0.10000000149011612,4.0
31,0.0,7.400000095367432
32,0.0,1.7999999523162842
33,0.0,2.5999999046325684
34,0.0,4.300000190734863
35,0.0,6.800000190734863
36,0.0,10.800000190734863
37,0.30000001192092896,8.5
38,0.0,5.0
39,0.0,5.5
40,0.0,15.800000190734863
41,-0.10000000149011612,4.0
42,0.0,4.599999904632568
43,0.0,3.5
44,0.0,3.200000047683716
45,0.0,2.0
46,0.0,2.200000047683716
47,0.10000000149011612,9.5
48,0.10000000149011612,3.799999952316284
49,0.0,3.700000047683716
50,0.0,10.899999618530273
51,0.0,9.199999809265137
52,0.0,8.5
53,0.10000000149011612,3.0999999046325684
54,0.0,2.700000047683716
55,0.10000000149011612,7.800000190734863
56,0.0,2.700000047683716
57,0.0,3.0
58,0.0,2.700000047683716
59,-0.10000000149011612,2.5
60,0.0,9.300000190734863
61,0.0,5.099999904632568
62,0.10000000149011612,3.0999999046325684
63,0.0,2.0999999046325684
64,0.0,5.300000190734863
65,0.0,4.400000095367432
66,0.10000000149011612,2.200000047683716
67,0.0,4.300000190734863
68,-0.10000000149011612,1.7999999523162842
69,0.0,29.799999237060547
70,0.20000000298023224,4.900000095367432
71,0.0,1.5
72,0.0,11.899999618530273
73,0.10000000149011612,3.700000047683716
74,0.0,1.7999999523162842
75,0.0,2.0999999046325684
76,-0.10000000149011612,1.399999976158142
77,0.0,3.0
78,0.10000000149011612,2.0
79,0.0,3.4000000953674316
80,0.0,2.0
81,0.20000000298023224,2.299999952316284
82,0.10000000149011612,4.5
83,0.0,0.800000011920929
84,0.0,5.5
85,0.0,5.0
86,0.0,1.100000023841858
87,0.0,1.899999976158142
88,0.10000000149011612,2.9000000953674316
89,0.0,3.799999952316284
90,0.20000000298023224,2.5999999046325684
91,0.0,1.7000000476837158
92,0.0,2.9000000953674316
93,0.0,4.800000190734863
94,0.0,3.799999952316284
95,0.0,2.0999999046325684
96,0.10000000149011612,1.600000023841858
97,0.10000000149011612,3.799999952316284
98,0.0,6.599999904632568
99,0.0,1.899999976158142
100,0.0,3.4000000953674316
101,0.10000000149011612,1.0
102,0.0,1.7000000476837158
103,0.0,1.899999976158142
104,0.0,12.699999809265137
105,0.0,7.900000095367432
106,0.0,1.899999976158142
107,0.0,4.900000095367432
108,0.0,2.4000000953674316
109,0.10000000149011612,5.0
110,0.0,2.0
111,0.0,3.5
112,0.0,1.600000023841858
113,0.10000000149011612,3.0
114,0.0,1.899999976158142
115,0.0,1.600000023841858
116,0.0,4.800000190734863
117,0.0,1.5
